type	time	latitude	longitude	altitude (m)	name	desc
T	2024-10-18 19:57:04	41.648311000	-70.468395000	27.0		
T	2024-10-18 19:57:05	41.648308000	-70.468353000	26.9		
T	2024-10-18 19:57:06	41.648308000	-70.468339000	26.9		
T	2024-10-18 19:57:07	41.648298000	-70.468296000	26.9		
T	2024-10-18 19:57:08	41.648285000	-70.468247000	26.8		
T	2024-10-18 19:57:09	41.648278000	-70.468228000	26.8		
T	2024-10-18 19:57:10	41.648272000	-70.468199000	26.8		
T	2024-10-18 19:57:12	41.648262000	-70.468165000	26.7		
T	2024-10-18 19:57:13	41.648248000	-70.468116000	26.6		
T	2024-10-18 19:57:14	41.648243000	-70.468095000	26.6		
T	2024-10-18 19:57:15	41.648221000	-70.468060000	26.5		
T	2024-10-18 19:57:16	41.648218000	-70.468048000	26.5		
T	2024-10-18 19:57:17	41.648206000	-70.468016000	26.4		
T	2024-10-18 19:57:18	41.648202000	-70.467993000	26.4		
T	2024-10-18 19:57:19	41.648196000	-70.467952000	26.3		
T	2024-10-18 19:57:20	41.648191000	-70.467914000	26.3		
T	2024-10-18 19:57:21	41.648183000	-70.467867000	26.2		
T	2024-10-18 19:57:22	41.648181000	-70.467847000	26.2		
T	2024-10-18 19:57:23	41.648176000	-70.467809000	26.2		
T	2024-10-18 19:57:24	41.648160000	-70.467769000	26.1		
T	2024-10-18 19:57:25	41.648152000	-70.467757000	26.1		
T	2024-10-18 19:57:26	41.648127000	-70.467715000	26.1		
T	2024-10-18 19:57:27	41.648119000	-70.467658000	26.1		
T	2024-10-18 19:57:28	41.648110000	-70.467633000	26.1		
T	2024-10-18 19:57:29	41.648098000	-70.467580000	26.1		
T	2024-10-18 19:57:30	41.648080000	-70.467538000	26.1		
T	2024-10-18 19:57:31	41.648074000	-70.467496000	26.1		
T	2024-10-18 19:57:32	41.648063000	-70.467459000	26.1		
T	2024-10-18 19:57:33	41.648050000	-70.467423000	26.2		
T	2024-10-18 19:57:34	41.648042000	-70.467404000	26.2		
T	2024-10-18 19:57:35	41.648027000	-70.467365000	26.3		
T	2024-10-18 19:57:36	41.648015000	-70.467319000	26.3		
T	2024-10-18 19:57:37	41.648012000	-70.467302000	26.4		
T	2024-10-18 19:57:38	41.647992000	-70.467265000	26.4		
T	2024-10-18 19:57:39	41.647983000	-70.467257000	26.5		
T	2024-10-18 19:57:40	41.647971000	-70.467267000	26.5		
T	2024-10-18 19:57:41	41.647955000	-70.467271000	26.5		
T	2024-10-18 19:57:42	41.647918000	-70.467279000	26.4		
T	2024-10-18 19:57:43	41.647908000	-70.467283000	26.4		
T	2024-10-18 19:57:44	41.647877000	-70.467309000	26.4		
T	2024-10-18 19:57:45	41.647870000	-70.467318000	26.4		
T	2024-10-18 19:57:46	41.647842000	-70.467345000	26.5		
T	2024-10-18 19:57:47	41.647831000	-70.467351000	26.5		
T	2024-10-18 19:57:48	41.647802000	-70.467379000	26.5		
T	2024-10-18 19:57:49	41.647779000	-70.467398000	26.5		
T	2024-10-18 19:57:50	41.647768000	-70.467404000	26.5		
T	2024-10-18 19:57:51	41.647741000	-70.467419000	26.6		
T	2024-10-18 19:57:52	41.647714000	-70.467447000	26.6		
T	2024-10-18 19:57:53	41.647705000	-70.467461000	26.6		
T	2024-10-18 19:57:54	41.647697000	-70.467483000	26.7		
T	2024-10-18 19:57:55	41.647685000	-70.467484000	26.7		
T	2024-10-18 19:57:56	41.647672000	-70.467484000	26.7		
T	2024-10-18 19:57:57	41.647647000	-70.467497000	26.8		
T	2024-10-18 19:57:58	41.647612000	-70.467521000	26.8		
T	2024-10-18 19:57:59	41.647599000	-70.467525000	26.9		
T	2024-10-18 19:58:00	41.647572000	-70.467535000	26.9		
T	2024-10-18 19:58:01	41.647546000	-70.467571000	27.0		
T	2024-10-18 19:58:02	41.647534000	-70.467578000	27.0		
T	2024-10-18 19:58:03	41.647519000	-70.467591000	27.1		
T	2024-10-18 19:58:04	41.647507000	-70.467600000	27.1		
T	2024-10-18 19:58:05	41.647478000	-70.467605000	27.1		
T	2024-10-18 19:58:06	41.647443000	-70.467625000	27.2		
T	2024-10-18 19:58:07	41.647431000	-70.467629000	27.2		
T	2024-10-18 19:58:08	41.647394000	-70.467643000	27.3		
T	2024-10-18 19:58:09	41.647382000	-70.467661000	27.3		
T	2024-10-18 19:58:10	41.647343000	-70.467685000	27.4		
T	2024-10-18 19:58:11	41.647324000	-70.467693000	27.4		
T	2024-10-18 19:58:12	41.647304000	-70.467704000	27.4		
T	2024-10-18 19:58:13	41.647291000	-70.467706000	27.4		
T	2024-10-18 19:58:14	41.647262000	-70.467705000	27.4		
T	2024-10-18 19:58:15	41.647248000	-70.467688000	27.4		
T	2024-10-18 19:58:16	41.647258000	-70.467664000	27.4		
T	2024-10-18 19:58:17	41.647279000	-70.467633000	27.4		
T	2024-10-18 19:58:18	41.647299000	-70.467600000	27.4		
T	2024-10-18 19:58:19	41.647308000	-70.467591000	27.4		
T	2024-10-18 19:58:20	41.647335000	-70.467576000	27.3		
T	2024-10-18 19:58:21	41.647351000	-70.467572000	27.3		
T	2024-10-18 19:58:22	41.647384000	-70.467574000	27.3		
T	2024-10-18 19:58:23	41.647412000	-70.467559000	27.2		
T	2024-10-18 19:58:24	41.647442000	-70.467556000	27.2		
T	2024-10-18 19:58:25	41.647453000	-70.467559000	27.2		
T	2024-10-18 19:58:26	41.647484000	-70.467538000	27.1		
T	2024-10-18 19:58:27	41.647511000	-70.467516000	27.0		
T	2024-10-18 19:58:28	41.647532000	-70.467489000	27.0		
T	2024-10-18 19:58:29	41.647541000	-70.467486000	27.0		
T	2024-10-18 19:58:30	41.647575000	-70.467469000	26.9		
T	2024-10-18 19:58:31	41.647588000	-70.467462000	26.9		
T	2024-10-18 19:58:32	41.647617000	-70.467436000	26.8		
T	2024-10-18 19:58:33	41.647627000	-70.467430000	26.8		
T	2024-10-18 19:58:34	41.647657000	-70.467416000	26.7		
T	2024-10-18 19:58:35	41.647667000	-70.467410000	26.7		
T	2024-10-18 19:58:36	41.647690000	-70.467385000	26.7		
T	2024-10-18 19:58:37	41.647717000	-70.467357000	26.6		
T	2024-10-18 19:58:38	41.647725000	-70.467347000	26.6		
T	2024-10-18 19:58:39	41.647756000	-70.467319000	26.6		
T	2024-10-18 19:58:40	41.647767000	-70.467311000	26.5		
T	2024-10-18 19:58:41	41.647795000	-70.467298000	26.5		
T	2024-10-18 19:58:42	41.647826000	-70.467281000	26.5		
T	2024-10-18 19:58:43	41.647853000	-70.467256000	26.5		
T	2024-10-18 19:58:44	41.647879000	-70.467230000	26.4		
T	2024-10-18 19:58:45	41.647891000	-70.467223000	26.4		
T	2024-10-18 19:58:46	41.647915000	-70.467204000	26.4		
T	2024-10-18 19:58:47	41.647944000	-70.467194000	26.5		
T	2024-10-18 19:58:48	41.647951000	-70.467183000	26.5		
T	2024-10-18 19:58:49	41.647986000	-70.467182000	26.5		
T	2024-10-18 19:58:50	41.648009000	-70.467206000	26.4		
T	2024-10-18 19:58:51	41.648027000	-70.467249000	26.4		
T	2024-10-18 19:58:52	41.648048000	-70.467279000	26.3		
T	2024-10-18 19:58:53	41.648055000	-70.467317000	26.2		
T	2024-10-18 19:58:54	41.648070000	-70.467362000	26.2		
T	2024-10-18 19:58:55	41.648073000	-70.467378000	26.2		
T	2024-10-18 19:58:56	41.648090000	-70.467422000	26.1		
T	2024-10-18 19:58:57	41.648102000	-70.467440000	26.1		
T	2024-10-18 19:58:58	41.648113000	-70.467484000	26.1		
T	2024-10-18 19:58:59	41.648122000	-70.467494000	26.1		
T	2024-10-18 19:59:00	41.648138000	-70.467538000	26.1		
T	2024-10-18 19:59:01	41.648142000	-70.467553000	26.1		
T	2024-10-18 19:59:02	41.648153000	-70.467598000	26.1		
T	2024-10-18 19:59:03	41.648160000	-70.467612000	26.1		
T	2024-10-18 19:59:04	41.648166000	-70.467656000	26.1		
T	2024-10-18 19:59:05	41.648173000	-70.467691000	26.1		
T	2024-10-18 19:59:06	41.648187000	-70.467733000	26.1		
T	2024-10-18 19:59:07	41.648192000	-70.467752000	26.1		
T	2024-10-18 19:59:08	41.648188000	-70.467795000	26.2		
T	2024-10-18 19:59:09	41.648191000	-70.467809000	26.2		
T	2024-10-18 19:59:10	41.648229000	-70.467828000	26.2		
T	2024-10-18 19:59:11	41.648245000	-70.467875000	26.3		
T	2024-10-18 19:59:12	41.648250000	-70.467920000	26.4		
T	2024-10-18 19:59:13	41.648255000	-70.467936000	26.4		
T	2024-10-18 19:59:14	41.648260000	-70.467986000	26.5		
T	2024-10-18 19:59:15	41.648263000	-70.468001000	26.5		
T	2024-10-18 19:59:16	41.648286000	-70.468037000	26.6		
T	2024-10-18 19:59:17	41.648285000	-70.468078000	26.6		
T	2024-10-18 19:59:18	41.648288000	-70.468091000	26.6		
T	2024-10-18 19:59:19	41.648311000	-70.468132000	26.7		
T	2024-10-18 19:59:20	41.648317000	-70.468145000	26.7		
T	2024-10-18 19:59:21	41.648327000	-70.468195000	26.8		
T	2024-10-18 19:59:22	41.648329000	-70.468211000	26.8		
T	2024-10-18 19:59:23	41.648336000	-70.468249000	26.9		
T	2024-10-18 19:59:24	41.648343000	-70.468294000	26.9		
T	2024-10-18 19:59:25	41.648346000	-70.468306000	26.9		
T	2024-10-18 19:59:26	41.648358000	-70.468353000	27.0		
T	2024-10-18 19:59:27	41.648359000	-70.468370000	27.0		
T	2024-10-18 19:59:28	41.648362000	-70.468416000	27.0		
T	2024-10-18 19:59:29	41.648364000	-70.468430000	27.1		
T	2024-10-18 19:59:30	41.648375000	-70.468475000	27.1		
T	2024-10-18 19:59:31	41.648381000	-70.468491000	27.1		
T	2024-10-18 19:59:32	41.648398000	-70.468538000	27.2		
T	2024-10-18 19:59:33	41.648405000	-70.468554000	27.2		
T	2024-10-18 19:59:34	41.648410000	-70.468601000	27.2		
T	2024-10-18 19:59:35	41.648413000	-70.468616000	27.2		
T	2024-10-18 19:59:36	41.648432000	-70.468658000	27.3		
T	2024-10-18 19:59:37	41.648440000	-70.468670000	27.3		
T	2024-10-18 19:59:38	41.648448000	-70.468708000	27.3		
T	2024-10-18 19:59:39	41.648454000	-70.468726000	27.3		
T	2024-10-18 19:59:40	41.648462000	-70.468769000	27.3		
T	2024-10-18 19:59:41	41.648463000	-70.468784000	27.3		
T	2024-10-18 19:59:42	41.648481000	-70.468820000	27.4		
T	2024-10-18 19:59:43	41.648498000	-70.468867000	27.4		
T	2024-10-18 19:59:44	41.648506000	-70.468882000	27.4		
T	2024-10-18 19:59:45	41.648511000	-70.468927000	27.4		
T	2024-10-18 19:59:46	41.648512000	-70.468946000	27.3		
T	2024-10-18 19:59:47	41.648526000	-70.468995000	27.3		
T	2024-10-18 19:59:48	41.648529000	-70.469012000	27.3		
T	2024-10-18 19:59:49	41.648549000	-70.469059000	27.3		
T	2024-10-18 19:59:50	41.648558000	-70.469077000	27.3		
T	2024-10-18 19:59:51	41.648556000	-70.469125000	27.3		
T	2024-10-18 19:59:52	41.648560000	-70.469143000	27.2		
T	2024-10-18 19:59:53	41.648568000	-70.469186000	27.2		
T	2024-10-18 19:59:54	41.648570000	-70.469198000	27.2		
T	2024-10-18 19:59:55	41.648578000	-70.469240000	27.2		
T	2024-10-18 19:59:56	41.648587000	-70.469252000	27.2		
T	2024-10-18 19:59:57	41.648585000	-70.469288000	27.1		
T	2024-10-18 19:59:58	41.648596000	-70.469337000	27.1		
T	2024-10-18 19:59:59	41.648602000	-70.469358000	27.1		
T	2024-10-18 20:00:00	41.648617000	-70.469398000	27.0		
T	2024-10-18 20:00:01	41.648619000	-70.469410000	27.0		
T	2024-10-18 20:00:02	41.648630000	-70.469448000	27.0		
T	2024-10-18 20:00:03	41.648639000	-70.469490000	26.9		
T	2024-10-18 20:00:04	41.648641000	-70.469502000	26.9		
T	2024-10-18 20:00:05	41.648655000	-70.469545000	26.8		
T	2024-10-18 20:00:06	41.648661000	-70.469558000	26.8		
T	2024-10-18 20:00:07	41.648670000	-70.469595000	26.8		
T	2024-10-18 20:00:08	41.648677000	-70.469631000	26.7		
T	2024-10-18 20:00:09	41.648683000	-70.469683000	26.6		
T	2024-10-18 20:00:10	41.648686000	-70.469699000	26.6		
T	2024-10-18 20:00:11	41.648689000	-70.469737000	26.5		
T	2024-10-18 20:00:12	41.648695000	-70.469788000	26.4		
T	2024-10-18 20:00:13	41.648698000	-70.469803000	26.4		
T	2024-10-18 20:00:14	41.648701000	-70.469844000	26.3		
T	2024-10-18 20:00:15	41.648710000	-70.469881000	26.3		
T	2024-10-18 20:00:16	41.648713000	-70.469894000	26.3		
T	2024-10-18 20:00:17	41.648730000	-70.469940000	26.2		
T	2024-10-18 20:00:18	41.648736000	-70.469960000	26.1		
T	2024-10-18 20:00:19	41.648753000	-70.469999000	26.0		
T	2024-10-18 20:00:20	41.648758000	-70.470020000	26.0		
T	2024-10-18 20:00:21	41.648771000	-70.470064000	25.9		
T	2024-10-18 20:00:22	41.648770000	-70.470080000	25.9		
T	2024-10-18 20:00:23	41.648785000	-70.470114000	25.8		
T	2024-10-18 20:00:24	41.648787000	-70.470150000	25.7		
T	2024-10-18 20:00:25	41.648793000	-70.470193000	25.7		
T	2024-10-18 20:00:26	41.648802000	-70.470230000	25.6		
T	2024-10-18 20:00:27	41.648818000	-70.470265000	25.6		
T	2024-10-18 20:00:28	41.648825000	-70.470279000	25.5		
T	2024-10-18 20:00:29	41.648841000	-70.470326000	25.5		
T	2024-10-18 20:00:30	41.648842000	-70.470348000	25.4		
T	2024-10-18 20:00:31	41.648854000	-70.470383000	25.4		
T	2024-10-18 20:00:32	41.648860000	-70.470395000	25.4		
T	2024-10-18 20:00:33	41.648875000	-70.470427000	25.3		
T	2024-10-18 20:00:34	41.648884000	-70.470463000	25.3		
T	2024-10-18 20:00:35	41.648887000	-70.470501000	25.3		
T	2024-10-18 20:00:36	41.648884000	-70.470515000	25.2		
T	2024-10-18 20:00:37	41.648895000	-70.470550000	25.2		
T	2024-10-18 20:00:38	41.648902000	-70.470560000	25.2		
T	2024-10-18 20:00:39	41.648923000	-70.470594000	25.1		
T	2024-10-18 20:00:40	41.648930000	-70.470602000	25.1		
T	2024-10-18 20:00:41	41.648935000	-70.470626000	25.1		
T	2024-10-18 20:00:42	41.648940000	-70.470641000	25.1		
T	2024-10-18 20:00:43	41.648945000	-70.470657000	25.0		
T	2024-10-18 20:00:44	41.648950000	-70.470672000	25.0		
T	2024-10-18 20:00:45	41.648929000	-70.470703000	25.0		
T	2024-10-18 20:00:46	41.648944000	-70.470749000	24.9		
T	2024-10-18 20:00:47	41.648952000	-70.470764000	24.9		
T	2024-10-18 20:00:48	41.648976000	-70.470802000	24.8		
T	2024-10-18 20:00:49	41.648980000	-70.470852000	24.7		
T	2024-10-18 20:00:50	41.648981000	-70.470867000	24.7		
T	2024-10-18 20:00:51	41.648990000	-70.470921000	24.6		
T	2024-10-18 20:00:52	41.648993000	-70.470940000	24.6		
T	2024-10-18 20:00:53	41.649002000	-70.470993000	24.5		
T	2024-10-18 20:00:54	41.649005000	-70.471013000	24.5		
T	2024-10-18 20:00:55	41.648999000	-70.471050000	24.4		
T	2024-10-18 20:00:56	41.649004000	-70.471069000	24.4		
T	2024-10-18 20:00:57	41.649013000	-70.471115000	24.3		
T	2024-10-18 20:00:58	41.649014000	-70.471126000	24.3		
T	2024-10-18 20:00:59	41.649009000	-70.471177000	24.2		
T	2024-10-18 20:01:00	41.649009000	-70.471195000	24.2		
T	2024-10-18 20:01:01	41.649007000	-70.471244000	24.1		
T	2024-10-18 20:01:02	41.649005000	-70.471262000	24.1		
T	2024-10-18 20:01:03	41.649005000	-70.471306000	24.0		
T	2024-10-18 20:01:04	41.649005000	-70.471353000	24.0		
T	2024-10-18 20:01:05	41.649000000	-70.471366000	24.0		
T	2024-10-18 20:01:06	41.649005000	-70.471411000	23.9		
T	2024-10-18 20:01:07	41.649008000	-70.471426000	23.9		
T	2024-10-18 20:01:08	41.649017000	-70.471462000	23.9		
T	2024-10-18 20:01:09	41.649021000	-70.471508000	23.9		
T	2024-10-18 20:01:10	41.649020000	-70.471524000	23.8		
T	2024-10-18 20:01:11	41.649011000	-70.471569000	23.8		
T	2024-10-18 20:01:12	41.649013000	-70.471581000	23.8		
T	2024-10-18 20:01:13	41.649021000	-70.471621000	23.8		
T	2024-10-18 20:01:14	41.649030000	-70.471656000	23.7		
T	2024-10-18 20:01:15	41.649029000	-70.471706000	23.7		
T	2024-10-18 20:01:16	41.649035000	-70.471726000	23.7		
T	2024-10-18 20:01:17	41.649052000	-70.471765000	23.7		
T	2024-10-18 20:01:18	41.649054000	-70.471787000	23.6		
T	2024-10-18 20:01:19	41.649056000	-70.471835000	23.6		
T	2024-10-18 20:01:20	41.649055000	-70.471850000	23.6		
T	2024-10-18 20:01:21	41.649061000	-70.471898000	23.5		
T	2024-10-18 20:01:22	41.649067000	-70.471916000	23.5		
T	2024-10-18 20:01:24	41.649077000	-70.471962000	23.5		
T	2024-10-18 20:01:25	41.649088000	-70.472023000	23.4		
T	2024-10-18 20:01:26	41.649099000	-70.472073000	23.4		
T	2024-10-18 20:01:27	41.649108000	-70.472091000	23.3		
T	2024-10-18 20:01:28	41.649109000	-70.472138000	23.3		
T	2024-10-18 20:01:29	41.649115000	-70.472152000	23.3		
T	2024-10-18 20:01:30	41.649128000	-70.472187000	23.2		
T	2024-10-18 20:01:31	41.649138000	-70.472221000	23.2		
T	2024-10-18 20:01:32	41.649145000	-70.472234000	23.2		
T	2024-10-18 20:01:33	41.649157000	-70.472283000	23.1		
T	2024-10-18 20:01:34	41.649158000	-70.472302000	23.0		
T	2024-10-18 20:01:35	41.649161000	-70.472345000	23.0		
T	2024-10-18 20:01:36	41.649162000	-70.472358000	22.9		
T	2024-10-18 20:01:37	41.649156000	-70.472398000	22.9		
T	2024-10-18 20:01:38	41.649158000	-70.472443000	22.8		
T	2024-10-18 20:01:39	41.649161000	-70.472459000	22.8		
T	2024-10-18 20:01:40	41.649158000	-70.472512000	22.6		
T	2024-10-18 20:01:41	41.649158000	-70.472531000	22.6		
T	2024-10-18 20:01:42	41.649153000	-70.472555000	22.5		
T	2024-10-18 20:01:43	41.649161000	-70.472575000	22.5		
T	2024-10-18 20:01:44	41.649154000	-70.472611000	22.4		
T	2024-10-18 20:01:45	41.649153000	-70.472648000	22.3		
T	2024-10-18 20:01:46	41.649168000	-70.472680000	22.2		
T	2024-10-18 20:01:47	41.649174000	-70.472722000	22.1		
T	2024-10-18 20:01:48	41.649177000	-70.472738000	22.1		
T	2024-10-18 20:01:49	41.649160000	-70.472779000	22.0		
T	2024-10-18 20:01:50	41.649170000	-70.472814000	21.9		
T	2024-10-18 20:01:51	41.649181000	-70.472864000	21.7		
T	2024-10-18 20:01:52	41.649185000	-70.472881000	21.7		
T	2024-10-18 20:01:53	41.649182000	-70.472928000	21.5		
T	2024-10-18 20:01:54	41.649179000	-70.472944000	21.5		
T	2024-10-18 20:01:55	41.649183000	-70.472992000	21.3		
T	2024-10-18 20:01:56	41.649186000	-70.473011000	21.3		
T	2024-10-18 20:01:57	41.649190000	-70.473048000	21.2		
T	2024-10-18 20:01:58	41.649190000	-70.473086000	21.0		
T	2024-10-18 20:01:59	41.649189000	-70.473141000	20.9		
T	2024-10-18 20:02:00	41.649190000	-70.473161000	20.8		
T	2024-10-18 20:02:01	41.649193000	-70.473202000	20.7		
T	2024-10-18 20:02:02	41.649199000	-70.473253000	20.5		
T	2024-10-18 20:02:03	41.649203000	-70.473270000	20.5		
T	2024-10-18 20:02:04	41.649196000	-70.473325000	20.3		
T	2024-10-18 20:02:05	41.649189000	-70.473344000	20.2		
T	2024-10-18 20:02:06	41.649194000	-70.473387000	20.1		
T	2024-10-18 20:02:07	41.649197000	-70.473406000	20.0		
T	2024-10-18 20:02:08	41.649200000	-70.473448000	19.9		
T	2024-10-18 20:02:09	41.649196000	-70.473495000	19.7		
T	2024-10-18 20:02:10	41.649199000	-70.473531000	19.6		
T	2024-10-18 20:02:11	41.649209000	-70.473566000	19.5		
T	2024-10-18 20:02:12	41.649209000	-70.473621000	19.3		
T	2024-10-18 20:02:13	41.649207000	-70.473641000	19.3		
T	2024-10-18 20:02:14	41.649222000	-70.473692000	19.1		
T	2024-10-18 20:02:15	41.649227000	-70.473709000	19.0		
T	2024-10-18 20:02:16	41.649226000	-70.473749000	18.9		
T	2024-10-18 20:02:17	41.649226000	-70.473800000	18.8		
T	2024-10-18 20:02:18	41.649228000	-70.473821000	18.7		
T	2024-10-18 20:02:19	41.649223000	-70.473873000	18.6		
T	2024-10-18 20:02:20	41.649223000	-70.473892000	18.5		
T	2024-10-18 20:02:21	41.649210000	-70.473931000	18.5		
T	2024-10-18 20:02:22	41.649210000	-70.473949000	18.4		
T	2024-10-18 20:02:23	41.649218000	-70.473992000	18.3		
T	2024-10-18 20:02:24	41.649220000	-70.474006000	18.3		
T	2024-10-18 20:02:25	41.649223000	-70.474051000	18.2		
T	2024-10-18 20:02:26	41.649224000	-70.474097000	18.1		
T	2024-10-18 20:02:27	41.649225000	-70.474149000	18.1		
T	2024-10-18 20:02:28	41.649228000	-70.474167000	18.1		
T	2024-10-18 20:02:29	41.649235000	-70.474209000	18.0		
T	2024-10-18 20:02:30	41.649239000	-70.474249000	17.9		
T	2024-10-18 20:02:31	41.649242000	-70.474293000	17.9		
T	2024-10-18 20:02:32	41.649251000	-70.474337000	17.9		
T	2024-10-18 20:02:33	41.649255000	-70.474376000	17.8		
T	2024-10-18 20:02:34	41.649261000	-70.474413000	17.8		
T	2024-10-18 20:02:35	41.649266000	-70.474453000	17.8		
T	2024-10-18 20:02:36	41.649263000	-70.474498000	17.7		
T	2024-10-18 20:02:37	41.649269000	-70.474544000	17.7		
T	2024-10-18 20:02:38	41.649270000	-70.474559000	17.7		
T	2024-10-18 20:02:39	41.649278000	-70.474598000	17.7		
T	2024-10-18 20:02:40	41.649276000	-70.474643000	17.6		
T	2024-10-18 20:02:41	41.649259000	-70.474694000	17.6		
T	2024-10-18 20:02:42	41.649256000	-70.474716000	17.6		
T	2024-10-18 20:02:43	41.649275000	-70.474749000	17.6		
T	2024-10-18 20:02:44	41.649281000	-70.474792000	17.6		
T	2024-10-18 20:02:45	41.649287000	-70.474847000	17.6		
T	2024-10-18 20:02:46	41.649291000	-70.474867000	17.6		
T	2024-10-18 20:02:47	41.649313000	-70.474903000	17.6		
T	2024-10-18 20:02:48	41.649316000	-70.474947000	17.6		
T	2024-10-18 20:02:49	41.649318000	-70.474986000	17.6		
T	2024-10-18 20:02:50	41.649324000	-70.475036000	17.6		
T	2024-10-18 20:02:51	41.649328000	-70.475053000	17.6		
T	2024-10-18 20:02:52	41.649337000	-70.475088000	17.6		
T	2024-10-18 20:02:53	41.649340000	-70.475135000	17.6		
T	2024-10-18 20:02:54	41.649352000	-70.475174000	17.7		
T	2024-10-18 20:02:55	41.649359000	-70.475227000	17.7		
T	2024-10-18 20:02:56	41.649363000	-70.475245000	17.7		
T	2024-10-18 20:02:57	41.649367000	-70.475296000	17.8		
T	2024-10-18 20:02:58	41.649367000	-70.475315000	17.8		
T	2024-10-18 20:02:59	41.649375000	-70.475350000	17.8		
T	2024-10-18 20:03:00	41.649390000	-70.475392000	17.9		
T	2024-10-18 20:03:01	41.649400000	-70.475446000	18.0		
T	2024-10-18 20:03:02	41.649409000	-70.475469000	18.0		
T	2024-10-18 20:03:03	41.649411000	-70.475506000	18.1		
T	2024-10-18 20:03:04	41.649425000	-70.475548000	18.1		
T	2024-10-18 20:03:05	41.649428000	-70.475600000	18.2		
T	2024-10-18 20:03:06	41.649429000	-70.475619000	18.3		
T	2024-10-18 20:03:07	41.649438000	-70.475672000	18.3		
T	2024-10-18 20:03:08	41.649444000	-70.475694000	18.4		
T	2024-10-18 20:03:09	41.649452000	-70.475748000	18.5		
T	2024-10-18 20:03:10	41.649453000	-70.475771000	18.5		
T	2024-10-18 20:03:11	41.649454000	-70.475818000	18.6		
T	2024-10-18 20:03:12	41.649458000	-70.475833000	18.6		
T	2024-10-18 20:03:13	41.649469000	-70.475867000	18.7		
T	2024-10-18 20:03:14	41.649468000	-70.475905000	18.7		
T	2024-10-18 20:03:15	41.649470000	-70.475945000	18.8		
T	2024-10-18 20:03:16	41.649481000	-70.475995000	18.9		
T	2024-10-18 20:03:17	41.649481000	-70.476015000	19.0		
T	2024-10-18 20:03:18	41.649482000	-70.476056000	19.0		
T	2024-10-18 20:03:19	41.649493000	-70.476104000	19.1		
T	2024-10-18 20:03:20	41.649493000	-70.476121000	19.2		
T	2024-10-18 20:03:21	41.649494000	-70.476173000	19.3		
T	2024-10-18 20:03:22	41.649498000	-70.476193000	19.3		
T	2024-10-18 20:03:23	41.649495000	-70.476247000	19.4		
T	2024-10-18 20:03:24	41.649493000	-70.476265000	19.4		
T	2024-10-18 20:03:25	41.649496000	-70.476315000	19.5		
T	2024-10-18 20:03:26	41.649493000	-70.476333000	19.6		
T	2024-10-18 20:03:27	41.649495000	-70.476383000	19.7		
T	2024-10-18 20:03:28	41.649497000	-70.476403000	19.7		
T	2024-10-18 20:03:29	41.649506000	-70.476454000	19.8		
T	2024-10-18 20:03:30	41.649508000	-70.476473000	19.8		
T	2024-10-18 20:03:31	41.649508000	-70.476511000	19.9		
T	2024-10-18 20:03:32	41.649516000	-70.476552000	20.0		
T	2024-10-18 20:03:33	41.649520000	-70.476605000	20.0		
T	2024-10-18 20:03:34	41.649528000	-70.476622000	20.1		
T	2024-10-18 20:03:35	41.649529000	-70.476667000	20.1		
T	2024-10-18 20:03:36	41.649530000	-70.476708000	20.2		
T	2024-10-18 20:03:37	41.649533000	-70.476749000	20.2		
T	2024-10-18 20:03:38	41.649541000	-70.476784000	20.3		
T	2024-10-18 20:03:39	41.649545000	-70.476820000	20.3		
T	2024-10-18 20:03:40	41.649551000	-70.476867000	20.4		
T	2024-10-18 20:03:41	41.649550000	-70.476888000	20.4		
T	2024-10-18 20:03:42	41.649549000	-70.476936000	20.5		
T	2024-10-18 20:03:43	41.649550000	-70.476955000	20.5		
T	2024-10-18 20:03:44	41.649546000	-70.477008000	20.6		
T	2024-10-18 20:03:45	41.649539000	-70.477026000	20.6		
T	2024-10-18 20:03:46	41.649569000	-70.477070000	20.7		
T	2024-10-18 20:03:47	41.649563000	-70.477120000	20.7		
T	2024-10-18 20:03:48	41.649564000	-70.477141000	20.7		
T	2024-10-18 20:03:49	41.649558000	-70.477192000	20.8		
T	2024-10-18 20:03:50	41.649552000	-70.477210000	20.8		
T	2024-10-18 20:03:51	41.649550000	-70.477259000	20.9		
T	2024-10-18 20:03:52	41.649549000	-70.477278000	20.9		
T	2024-10-18 20:03:53	41.649549000	-70.477328000	20.9		
T	2024-10-18 20:03:54	41.649550000	-70.477348000	20.9		
T	2024-10-18 20:03:55	41.649555000	-70.477388000	21.0		
T	2024-10-18 20:03:56	41.649552000	-70.477434000	21.0		
T	2024-10-18 20:03:57	41.649552000	-70.477454000	21.0		
T	2024-10-18 20:03:58	41.649552000	-70.477500000	21.1		
T	2024-10-18 20:03:59	41.649551000	-70.477519000	21.1		
T	2024-10-18 20:04:00	41.649551000	-70.477569000	21.1		
T	2024-10-18 20:04:01	41.649549000	-70.477588000	21.1		
T	2024-10-18 20:04:02	41.649540000	-70.477630000	21.2		
T	2024-10-18 20:04:03	41.649539000	-70.477647000	21.2		
T	2024-10-18 20:04:04	41.649542000	-70.477690000	21.2		
T	2024-10-18 20:04:05	41.649547000	-70.477733000	21.3		
T	2024-10-18 20:04:06	41.649541000	-70.477746000	21.3		
T	2024-10-18 20:04:07	41.649538000	-70.477788000	21.3		
T	2024-10-18 20:04:08	41.649533000	-70.477850000	21.3		
